language,module,category,deck_id,deck_title,deck_description,item_index,prompt,answer,answers_json,plural_answers_json,infinitive,translation,form_label,tense_tag,person_tag,is_imperfect,source_rank,source_text,story_id,story_title,story_level,story_unlock_percent,story_target_cefr,story_difficulty_notes,story_approx_word_count,story_text,raw_json
es,verbs,futuro,poder,poder,to be able to,28,futuro - ellos/ellas/ustedes,podrán,"[""podrán""]",,poder,to be able to,futuro - ellos/ellas/ustedes,futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""futuro - ellos/ellas/ustedes"", ""answer"": ""podrán"", ""tenseTag"": ""futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,condicional,poder,poder,to be able to,29,condicional - yo,podría,"[""podría""]",,poder,to be able to,condicional - yo,condicional,yo,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional - yo"", ""answer"": ""podría"", ""tenseTag"": ""condicional"", ""personTag"": ""yo""}}"
es,verbs,condicional,poder,poder,to be able to,30,condicional,podrías,"[""podrías""]",,poder,to be able to,condicional,condicional,,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional"", ""answer"": ""podrías"", ""tenseTag"": ""condicional"", ""personTag"": null}}"
es,verbs,condicional,poder,poder,to be able to,31,condicional - él/ella/usted,podría,"[""podría""]",,poder,to be able to,condicional - él/ella/usted,condicional,él_ella_usted,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional - él/ella/usted"", ""answer"": ""podría"", ""tenseTag"": ""condicional"", ""personTag"": ""él_ella_usted""}}"
es,verbs,condicional,poder,poder,to be able to,32,condicional - nosotros,podríamos,"[""podríamos""]",,poder,to be able to,condicional - nosotros,condicional,nosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional - nosotros"", ""answer"": ""podríamos"", ""tenseTag"": ""condicional"", ""personTag"": ""nosotros""}}"
es,verbs,condicional,poder,poder,to be able to,33,condicional - vosotros,podríais,"[""podríais""]",,poder,to be able to,condicional - vosotros,condicional,vosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional - vosotros"", ""answer"": ""podríais"", ""tenseTag"": ""condicional"", ""personTag"": ""vosotros""}}"
es,verbs,condicional,poder,poder,to be able to,34,condicional - ellos/ellas/ustedes,podrían,"[""podrían""]",,poder,to be able to,condicional - ellos/ellas/ustedes,condicional,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""condicional - ellos/ellas/ustedes"", ""answer"": ""podrían"", ""tenseTag"": ""condicional"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,35,subjuntivo presente - yo,pueda,"[""pueda""]",,poder,to be able to,subjuntivo presente - yo,subjuntivo_presente,yo,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente - yo"", ""answer"": ""pueda"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,36,subjuntivo presente,puedas,"[""puedas""]",,poder,to be able to,subjuntivo presente,subjuntivo_presente,,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente"", ""answer"": ""puedas"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": null}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,37,subjuntivo presente - él/ella/usted,pueda,"[""pueda""]",,poder,to be able to,subjuntivo presente - él/ella/usted,subjuntivo_presente,él_ella_usted,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente - él/ella/usted"", ""answer"": ""pueda"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,38,subjuntivo presente - nosotros,podamos,"[""podamos""]",,poder,to be able to,subjuntivo presente - nosotros,subjuntivo_presente,nosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente - nosotros"", ""answer"": ""podamos"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,39,subjuntivo presente - vosotros,podáis,"[""podáis""]",,poder,to be able to,subjuntivo presente - vosotros,subjuntivo_presente,vosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente - vosotros"", ""answer"": ""podáis"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_presente,poder,poder,to be able to,40,subjuntivo presente - ellos/ellas/ustedes,puedan,"[""puedan""]",,poder,to be able to,subjuntivo presente - ellos/ellas/ustedes,subjuntivo_presente,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo presente - ellos/ellas/ustedes"", ""answer"": ""puedan"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,41,subjuntivo pasado - yo,pudiera | pudiese,"[""pudiera | pudiese""]",,poder,to be able to,subjuntivo pasado - yo,subjuntivo_pasado,yo,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado - yo"", ""answer"": ""pudiera | pudiese"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,42,subjuntivo pasado,pudieras | pudieses,"[""pudieras | pudieses""]",,poder,to be able to,subjuntivo pasado,subjuntivo_pasado,,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado"", ""answer"": ""pudieras | pudieses"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": null}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,43,subjuntivo pasado - él/ella/usted,pudiera | pudiese,"[""pudiera | pudiese""]",,poder,to be able to,subjuntivo pasado - él/ella/usted,subjuntivo_pasado,él_ella_usted,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado - él/ella/usted"", ""answer"": ""pudiera | pudiese"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,44,subjuntivo pasado - nosotros,pudiéramos | pudiésemos,"[""pudiéramos | pudiésemos""]",,poder,to be able to,subjuntivo pasado - nosotros,subjuntivo_pasado,nosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado - nosotros"", ""answer"": ""pudiéramos | pudiésemos"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,45,subjuntivo pasado - vosotros,pudierais | pudieseis,"[""pudierais | pudieseis""]",,poder,to be able to,subjuntivo pasado - vosotros,subjuntivo_pasado,vosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado - vosotros"", ""answer"": ""pudierais | pudieseis"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_pasado,poder,poder,to be able to,46,subjuntivo pasado - ellos/ellas/ustedes,pudieran | pudiesen,"[""pudieran | pudiesen""]",,poder,to be able to,subjuntivo pasado - ellos/ellas/ustedes,subjuntivo_pasado,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo pasado - ellos/ellas/ustedes"", ""answer"": ""pudieran | pudiesen"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,imperativo,poder,poder,to be able to,47,imperativo positivo - tú,puede,"[""puede""]",,poder,to be able to,imperativo positivo - tú,imperativo,tú,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - tú"", ""answer"": ""puede"", ""tenseTag"": ""imperativo"", ""personTag"": ""tú""}}"
es,verbs,imperativo,poder,poder,to be able to,48,imperativo positivo - vos,podé,"[""podé""]",,poder,to be able to,imperativo positivo - vos,imperativo,vos,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - vos"", ""answer"": ""podé"", ""tenseTag"": ""imperativo"", ""personTag"": ""vos""}}"
es,verbs,imperativo,poder,poder,to be able to,49,imperativo positivo,puedas,"[""puedas""]",,poder,to be able to,imperativo positivo,imperativo,,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo"", ""answer"": ""puedas"", ""tenseTag"": ""imperativo"", ""personTag"": null}}"
es,verbs,imperativo,poder,poder,to be able to,50,imperativo positivo - él/ella/usted,pueda,"[""pueda""]",,poder,to be able to,imperativo positivo - él/ella/usted,imperativo,él_ella_usted,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - él/ella/usted"", ""answer"": ""pueda"", ""tenseTag"": ""imperativo"", ""personTag"": ""él_ella_usted""}}"
es,verbs,imperativo,poder,poder,to be able to,51,imperativo positivo - nosotros,podamos,"[""podamos""]",,poder,to be able to,imperativo positivo - nosotros,imperativo,nosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - nosotros"", ""answer"": ""podamos"", ""tenseTag"": ""imperativo"", ""personTag"": ""nosotros""}}"
es,verbs,imperativo,poder,poder,to be able to,52,imperativo positivo - vosotros,poded,"[""poded""]",,poder,to be able to,imperativo positivo - vosotros,imperativo,vosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - vosotros"", ""answer"": ""poded"", ""tenseTag"": ""imperativo"", ""personTag"": ""vosotros""}}"
es,verbs,imperativo,poder,poder,to be able to,53,imperativo positivo - ellos/ellas/ustedes,puedan,"[""puedan""]",,poder,to be able to,imperativo positivo - ellos/ellas/ustedes,imperativo,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""imperativo positivo - ellos/ellas/ustedes"", ""answer"": ""puedan"", ""tenseTag"": ""imperativo"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,54,subjuntivo futuro - yo,pudiere,"[""pudiere""]",,poder,to be able to,subjuntivo futuro - yo,subjuntivo_futuro,yo,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro - yo"", ""answer"": ""pudiere"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,55,subjuntivo futuro,pudieres,"[""pudieres""]",,poder,to be able to,subjuntivo futuro,subjuntivo_futuro,,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro"", ""answer"": ""pudieres"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": null}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,56,subjuntivo futuro - él/ella/usted,pudiere,"[""pudiere""]",,poder,to be able to,subjuntivo futuro - él/ella/usted,subjuntivo_futuro,él_ella_usted,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro - él/ella/usted"", ""answer"": ""pudiere"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,57,subjuntivo futuro - nosotros,pudiéremos,"[""pudiéremos""]",,poder,to be able to,subjuntivo futuro - nosotros,subjuntivo_futuro,nosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro - nosotros"", ""answer"": ""pudiéremos"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,58,subjuntivo futuro - vosotros,pudiereis,"[""pudiereis""]",,poder,to be able to,subjuntivo futuro - vosotros,subjuntivo_futuro,vosotros,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro - vosotros"", ""answer"": ""pudiereis"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_futuro,poder,poder,to be able to,59,subjuntivo futuro - ellos/ellas/ustedes,pudieren,"[""pudieren""]",,poder,to be able to,subjuntivo futuro - ellos/ellas/ustedes,subjuntivo_futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""poder"", ""form"": {""label"": ""subjuntivo futuro - ellos/ellas/ustedes"", ""answer"": ""pudieren"", ""tenseTag"": ""subjuntivo_futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,infinitivo,ir,ir,to go,1,infinitivo,ir,"[""ir""]",,ir,to go,infinitivo,infinitivo,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""infinitivo"", ""answer"": ""ir"", ""tenseTag"": ""infinitivo"", ""personTag"": null}}"
es,verbs,gerundio,ir,ir,to go,2,gerundio,yendo,"[""yendo""]",,ir,to go,gerundio,gerundio,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""gerundio"", ""answer"": ""yendo"", ""tenseTag"": ""gerundio"", ""personTag"": null}}"
es,verbs,participio,ir,ir,to go,3,participio,ido,"[""ido""]",,ir,to go,participio,participio,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""participio"", ""answer"": ""ido"", ""tenseTag"": ""participio"", ""personTag"": null}}"
es,verbs,presente,ir,ir,to go,4,presente - yo,voy,"[""voy""]",,ir,to go,presente - yo,presente,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente - yo"", ""answer"": ""voy"", ""tenseTag"": ""presente"", ""personTag"": ""yo""}}"
es,verbs,presente,ir,ir,to go,5,presente,vas,"[""vas""]",,ir,to go,presente,presente,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente"", ""answer"": ""vas"", ""tenseTag"": ""presente"", ""personTag"": null}}"
es,verbs,presente,ir,ir,to go,6,presente - él/ella/usted,va,"[""va""]",,ir,to go,presente - él/ella/usted,presente,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente - él/ella/usted"", ""answer"": ""va"", ""tenseTag"": ""presente"", ""personTag"": ""él_ella_usted""}}"
es,verbs,presente,ir,ir,to go,7,presente - nosotros,vamos,"[""vamos""]",,ir,to go,presente - nosotros,presente,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente - nosotros"", ""answer"": ""vamos"", ""tenseTag"": ""presente"", ""personTag"": ""nosotros""}}"
es,verbs,presente,ir,ir,to go,8,presente - vosotros,vais,"[""vais""]",,ir,to go,presente - vosotros,presente,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente - vosotros"", ""answer"": ""vais"", ""tenseTag"": ""presente"", ""personTag"": ""vosotros""}}"
es,verbs,presente,ir,ir,to go,9,presente - ellos/ellas/ustedes,van,"[""van""]",,ir,to go,presente - ellos/ellas/ustedes,presente,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""presente - ellos/ellas/ustedes"", ""answer"": ""van"", ""tenseTag"": ""presente"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,imperfecto,ir,ir,to go,10,imperfecto - yo,iba,"[""iba""]",,ir,to go,imperfecto - yo,imperfecto,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto - yo"", ""answer"": ""iba"", ""tenseTag"": ""imperfecto"", ""personTag"": ""yo""}}"
es,verbs,imperfecto,ir,ir,to go,11,imperfecto,ibas,"[""ibas""]",,ir,to go,imperfecto,imperfecto,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto"", ""answer"": ""ibas"", ""tenseTag"": ""imperfecto"", ""personTag"": null}}"
es,verbs,imperfecto,ir,ir,to go,12,imperfecto - él/ella/usted,iba,"[""iba""]",,ir,to go,imperfecto - él/ella/usted,imperfecto,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto - él/ella/usted"", ""answer"": ""iba"", ""tenseTag"": ""imperfecto"", ""personTag"": ""él_ella_usted""}}"
es,verbs,imperfecto,ir,ir,to go,13,imperfecto - nosotros,íbamos,"[""íbamos""]",,ir,to go,imperfecto - nosotros,imperfecto,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto - nosotros"", ""answer"": ""íbamos"", ""tenseTag"": ""imperfecto"", ""personTag"": ""nosotros""}}"
es,verbs,imperfecto,ir,ir,to go,14,imperfecto - vosotros,ibais,"[""ibais""]",,ir,to go,imperfecto - vosotros,imperfecto,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto - vosotros"", ""answer"": ""ibais"", ""tenseTag"": ""imperfecto"", ""personTag"": ""vosotros""}}"
es,verbs,imperfecto,ir,ir,to go,15,imperfecto - ellos/ellas/ustedes,iban,"[""iban""]",,ir,to go,imperfecto - ellos/ellas/ustedes,imperfecto,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""imperfecto - ellos/ellas/ustedes"", ""answer"": ""iban"", ""tenseTag"": ""imperfecto"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,indefinido,ir,ir,to go,16,indefinido - yo,fui,"[""fui""]",,ir,to go,indefinido - yo,indefinido,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido - yo"", ""answer"": ""fui"", ""tenseTag"": ""indefinido"", ""personTag"": ""yo""}}"
es,verbs,indefinido,ir,ir,to go,17,indefinido,fuiste,"[""fuiste""]",,ir,to go,indefinido,indefinido,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido"", ""answer"": ""fuiste"", ""tenseTag"": ""indefinido"", ""personTag"": null}}"
es,verbs,indefinido,ir,ir,to go,18,indefinido - él/ella/usted,fue,"[""fue""]",,ir,to go,indefinido - él/ella/usted,indefinido,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido - él/ella/usted"", ""answer"": ""fue"", ""tenseTag"": ""indefinido"", ""personTag"": ""él_ella_usted""}}"
es,verbs,indefinido,ir,ir,to go,19,indefinido - nosotros,fuimos,"[""fuimos""]",,ir,to go,indefinido - nosotros,indefinido,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido - nosotros"", ""answer"": ""fuimos"", ""tenseTag"": ""indefinido"", ""personTag"": ""nosotros""}}"
es,verbs,indefinido,ir,ir,to go,20,indefinido - vosotros,fuisteis,"[""fuisteis""]",,ir,to go,indefinido - vosotros,indefinido,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido - vosotros"", ""answer"": ""fuisteis"", ""tenseTag"": ""indefinido"", ""personTag"": ""vosotros""}}"
es,verbs,indefinido,ir,ir,to go,21,indefinido - ellos/ellas/ustedes,fueron,"[""fueron""]",,ir,to go,indefinido - ellos/ellas/ustedes,indefinido,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""indefinido - ellos/ellas/ustedes"", ""answer"": ""fueron"", ""tenseTag"": ""indefinido"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,futuro,ir,ir,to go,22,futuro - yo,iré,"[""iré""]",,ir,to go,futuro - yo,futuro,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro - yo"", ""answer"": ""iré"", ""tenseTag"": ""futuro"", ""personTag"": ""yo""}}"
es,verbs,futuro,ir,ir,to go,23,futuro,irás,"[""irás""]",,ir,to go,futuro,futuro,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro"", ""answer"": ""irás"", ""tenseTag"": ""futuro"", ""personTag"": null}}"
es,verbs,futuro,ir,ir,to go,24,futuro - él/ella/usted,irá,"[""irá""]",,ir,to go,futuro - él/ella/usted,futuro,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro - él/ella/usted"", ""answer"": ""irá"", ""tenseTag"": ""futuro"", ""personTag"": ""él_ella_usted""}}"
es,verbs,futuro,ir,ir,to go,25,futuro - nosotros,iremos,"[""iremos""]",,ir,to go,futuro - nosotros,futuro,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro - nosotros"", ""answer"": ""iremos"", ""tenseTag"": ""futuro"", ""personTag"": ""nosotros""}}"
es,verbs,futuro,ir,ir,to go,26,futuro - vosotros,iréis,"[""iréis""]",,ir,to go,futuro - vosotros,futuro,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro - vosotros"", ""answer"": ""iréis"", ""tenseTag"": ""futuro"", ""personTag"": ""vosotros""}}"
es,verbs,futuro,ir,ir,to go,27,futuro - ellos/ellas/ustedes,irán,"[""irán""]",,ir,to go,futuro - ellos/ellas/ustedes,futuro,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""futuro - ellos/ellas/ustedes"", ""answer"": ""irán"", ""tenseTag"": ""futuro"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,condicional,ir,ir,to go,28,condicional - yo,iría,"[""iría""]",,ir,to go,condicional - yo,condicional,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional - yo"", ""answer"": ""iría"", ""tenseTag"": ""condicional"", ""personTag"": ""yo""}}"
es,verbs,condicional,ir,ir,to go,29,condicional,irías,"[""irías""]",,ir,to go,condicional,condicional,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional"", ""answer"": ""irías"", ""tenseTag"": ""condicional"", ""personTag"": null}}"
es,verbs,condicional,ir,ir,to go,30,condicional - él/ella/usted,iría,"[""iría""]",,ir,to go,condicional - él/ella/usted,condicional,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional - él/ella/usted"", ""answer"": ""iría"", ""tenseTag"": ""condicional"", ""personTag"": ""él_ella_usted""}}"
es,verbs,condicional,ir,ir,to go,31,condicional - nosotros,iríamos,"[""iríamos""]",,ir,to go,condicional - nosotros,condicional,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional - nosotros"", ""answer"": ""iríamos"", ""tenseTag"": ""condicional"", ""personTag"": ""nosotros""}}"
es,verbs,condicional,ir,ir,to go,32,condicional - vosotros,iríais,"[""iríais""]",,ir,to go,condicional - vosotros,condicional,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional - vosotros"", ""answer"": ""iríais"", ""tenseTag"": ""condicional"", ""personTag"": ""vosotros""}}"
es,verbs,condicional,ir,ir,to go,33,condicional - ellos/ellas/ustedes,irían,"[""irían""]",,ir,to go,condicional - ellos/ellas/ustedes,condicional,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""condicional - ellos/ellas/ustedes"", ""answer"": ""irían"", ""tenseTag"": ""condicional"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_presente,ir,ir,to go,34,subjuntivo presente - yo,vaya,"[""vaya""]",,ir,to go,subjuntivo presente - yo,subjuntivo_presente,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente - yo"", ""answer"": ""vaya"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_presente,ir,ir,to go,35,subjuntivo presente,vayas,"[""vayas""]",,ir,to go,subjuntivo presente,subjuntivo_presente,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente"", ""answer"": ""vayas"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": null}}"
es,verbs,subjuntivo_presente,ir,ir,to go,36,subjuntivo presente - él/ella/usted,vaya,"[""vaya""]",,ir,to go,subjuntivo presente - él/ella/usted,subjuntivo_presente,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente - él/ella/usted"", ""answer"": ""vaya"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_presente,ir,ir,to go,37,subjuntivo presente - nosotros,vayamos,"[""vayamos""]",,ir,to go,subjuntivo presente - nosotros,subjuntivo_presente,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente - nosotros"", ""answer"": ""vayamos"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""nosotros""}}"
es,verbs,subjuntivo_presente,ir,ir,to go,38,subjuntivo presente - vosotros,vayáis,"[""vayáis""]",,ir,to go,subjuntivo presente - vosotros,subjuntivo_presente,vosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente - vosotros"", ""answer"": ""vayáis"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""vosotros""}}"
es,verbs,subjuntivo_presente,ir,ir,to go,39,subjuntivo presente - ellos/ellas/ustedes,vayan,"[""vayan""]",,ir,to go,subjuntivo presente - ellos/ellas/ustedes,subjuntivo_presente,ellos_ellas_ustedes,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo presente - ellos/ellas/ustedes"", ""answer"": ""vayan"", ""tenseTag"": ""subjuntivo_presente"", ""personTag"": ""ellos_ellas_ustedes""}}"
es,verbs,subjuntivo_pasado,ir,ir,to go,40,subjuntivo pasado - yo,fuera | fuese,"[""fuera | fuese""]",,ir,to go,subjuntivo pasado - yo,subjuntivo_pasado,yo,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo pasado - yo"", ""answer"": ""fuera | fuese"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""yo""}}"
es,verbs,subjuntivo_pasado,ir,ir,to go,41,subjuntivo pasado,fueras | fueses,"[""fueras | fueses""]",,ir,to go,subjuntivo pasado,subjuntivo_pasado,,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo pasado"", ""answer"": ""fueras | fueses"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": null}}"
es,verbs,subjuntivo_pasado,ir,ir,to go,42,subjuntivo pasado - él/ella/usted,fuera | fuese,"[""fuera | fuese""]",,ir,to go,subjuntivo pasado - él/ella/usted,subjuntivo_pasado,él_ella_usted,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo pasado - él/ella/usted"", ""answer"": ""fuera | fuese"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""él_ella_usted""}}"
es,verbs,subjuntivo_pasado,ir,ir,to go,43,subjuntivo pasado - nosotros,fuéramos | fuésemos,"[""fuéramos | fuésemos""]",,ir,to go,subjuntivo pasado - nosotros,subjuntivo_pasado,nosotros,,,,,,,,,,,,"{""verb"": ""ir"", ""form"": {""label"": ""subjuntivo pasado - nosotros"", ""answer"": ""fuéramos | fuésemos"", ""tenseTag"": ""subjuntivo_pasado"", ""personTag"": ""nosotros""}}"
